Nombre;Tipo;SJR;Q;H_index;Total_docs;Total_docs_3_years;Total_refs;Total_cites_3_years;Citable_docs_3_years;Cites_doc_2_years;Ref_doc;Country;Subject;Publisher;ISSN;Coverage;Scope;url;graph
Reviews of Modern Physics;journal;16.061;Q1;388;36;103;14097;4303;99;42.66;391.58;United States;Physics and Astronomy;American Physical Society;00346861, 15390756;1929-2023;Reviews of Modern Physics (RMP) is the world’s premier physics review journal and the most highly cited Physical Review publication. Written by leading international researchers, RMP’s in-depth essays provide outstanding coverage of a topic and give context and background for current research trends. RMP covers the full range of applied, fundamental, and interdisciplinary physics research topics: Atomic, molecular, and optical physics, Biological physics, Chemical physics, Condensed matter physics, Soft matter physics, Plasma physics and fusion, Particle-beam physics, Nuclear physics, High-energy physics, particles and fields, Astrophysics, General physics, Mathematical physics, Applications of physics, Quantum information, Computational physics.;https://www.scimagojr.com/journalsearch.php?q=29719&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=29719&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=29719" alt="SCImago Journal &amp; Country Rank"  /></a>"
Nature Reviews Immunology;journal;16.009;Q1;467;169;540;11148;13815;304;23.17;65.96;United Kingdom;Immunology and Microbiology;Nature Publishing Group;14741733, 14741741;2001-2023;Immunology is a diverse and growing discipline that can be defined as the study of the tissues, cells and molecules involved in host defence mechanisms. Immunologists attempt to understand how the immune system develops, how the body defends itself against disease, and what happens when it all goes wrong. Nature Reviews Immunology provides in-depth coverage of all areas of immunology, from fundamental mechanisms to applied aspects. Subjects Covered: -Allergy and asthma -Autoimmunity -Antigen processing and presentation -Apoptosis and cell death -Chemokines and chemokine receptors -Cytokines and cytokine receptors -Development and function of cells of the immune system -Haematopoiesis -Infection and immunity -Immunotherapy -Innate immunity -Mucosal immunology and the microbiota -Regulation of the immune response -Signalling in the immune system -Transplantation -Tumour immunology and immunotherapy -Vaccine development;https://www.scimagojr.com/journalsearch.php?q=21318&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=21318&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=21318" alt="SCImago Journal &amp; Country Rank"  /></a>"
IEEE Communications Surveys and Tutorials;journal;15.966;Q1;264;102;252;19168;11266;244;38.64;187.92;United States;Engineering;Institute of Electrical and Electronics Engineers Inc.;1553877X;2005-2023;IEEE Communications Surveys & Tutorials is an online journal published by the IEEE Communications Society for tutorials and surveys covering all aspects of the communications field. Telecommunications technology is progressing at a rapid pace, and the IEEE Communications Society is committed to providing researchers and other professionals the information and tools to stay abreast. IEEE Communications Surveys and Tutorials focuses on integrating and adding understanding to the existing literature on communications, putting results in context. Whether searching for in-depth information about a familiar area or an introduction into a new area, IEEE Communications Surveys & Tutorials aims to be the premier source of peer-reviewed, comprehensive tutorials and surveys, and pointers to further sources. IEEE Communications Surveys & Tutorials publishes only articles exclusively written for IEEE Communications Surveys & Tutorials and go through a rigorous review process before their publication in the quarterly issues. A tutorial article in the IEEE Communications Surveys & Tutorials should be designed to help the reader to become familiar with and learn something specific about a chosen topic. In contrast, the term survey, as applied here, is defined to mean a survey of the literature. A survey article in IEEE Communications Surveys & Tutorials should provide a comprehensive review of developments in a selected area, covering its development from its inception to its current state and beyond, and illustrating its development through liberal citations from the literature. Both tutorials and surveys should be tutorial in nature and should be written in a style comprehensible to readers outside the specialty of the article.;https://www.scimagojr.com/journalsearch.php?q=17900156715&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=17900156715&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=17900156715" alt="SCImago Journal &amp; Country Rank"  /></a>"
World Psychiatry;journal;15.827;Q1;140;106;297;4359;4041;62;12.99;41.12;United States;Medicine;Wiley-Blackwell;17238617;2007-2023;World Psychiatry is the official journal of the World Psychiatric Association. It is published in three issues per year and is sent free of charge to psychiatrists whose names and addresses are provided by WPA member societies and sections. World Psychiatry aims to disseminate information on truly significant clinical, service and research developments in the mental health field using a language that can be assimilated by the vast majority of mental health professionals worldwide.;https://www.scimagojr.com/journalsearch.php?q=6200180159&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=6200180159&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=6200180159" alt="SCImago Journal &amp; Country Rank"  /></a>"
Annual Review of Immunology;journal;15.620;Q1;328;23;84;4178;2696;83;27.02;181.65;United States;Immunology and Microbiology;Annual Reviews Inc.;07320582, 15453278;1983-2023;The Annual Review of Immunology, in publication since 1983, focuses on basic immune mechanisms and molecular basis of immune diseases in humans. Topics include innate and adaptive immunity. immune cell development and differentiation. immune control of pathogens (viruses, bacteria, parasites) and cancer. and human immunodeficiency and autoimmune diseases.;https://www.scimagojr.com/journalsearch.php?q=20651&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=20651&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=20651" alt="SCImago Journal &amp; Country Rank"  /></a>"
National Vital Statistics Reports;journal;14.943;Q1;115;16;42;403;896;41;24.10;25.19;United States;Social Sciences;Public Health Services, US Dept of Health and Human Services;15518922, 15518930;1998-2023;National Vital Statistics Reports (NVSR) are regular issues from the National Vital Statistics System (NVSS) that cover provisional birth, death, marriage, and divorce statistics. Four to six special reports are issued per year. Special reports cover final data on births for the previous year, and special topic analyses are issued from time to time. This list of all National Vital Statistics Reports (NVSR) that have been released to date is presented in an interactive, searchable, and sortable data tables format.;https://www.scimagojr.com/journalsearch.php?q=58530&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=58530&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=58530" alt="SCImago Journal &amp; Country Rank"  /></a>"
Nature Methods;journal;14.796;Q1;388;400;978;11477;15900;588;17.52;28.69;United Kingdom;Biochemistry, Genetics and Molecular Biology;Nature Publishing Group;15487091, 15487105;2004-2023;Nature Methods is a forum for the publication of novel methods and significant improvements to tried-and-tested basic research techniques in the life sciences. This monthly publication is aimed at a broad, interdisciplinary audience of academic and industry researchers actively involved in laboratory practice. It provides them with new tools to conduct their research and places a strong emphasis on the immediate practical relevance of the work presented. The journal publishes primary research papers as well as overviews of recent technical and methodological developments. We are actively seeking primary methods papers of relevance to the biological and biomedical sciences, including methods grounded in chemistry that have a practical application to the study of biological problems. To enhance the practical relevance of each paper, description of the method must be accompanied by its validation, its application to an important biological question and results illustrating its performance in comparison to available approaches. Articles are selected for publication that present broad interest, thorough assessments of methodological performance and comprehensive technical descriptions that facilitate immediate application.;https://www.scimagojr.com/journalsearch.php?q=21100778827&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=21100778827&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=21100778827" alt="SCImago Journal &amp; Country Rank"  /></a>"
Advances in Physics;journal;14.780;Q1;123;0;13;0;374;11;12.56;0.00;United Kingdom;Physics and Astronomy;Taylor and Francis Ltd.;00018732, 14606976;1952-2021, 2023;Advances in Physics publishes authoritative critical reviews by experts on topics of interest and importance to condensed matter physicists. It is intended for motivated readers with a basic knowledge of the journal’s field and aims to draw out the salient points of a reviewed subject from the perspective of the author. The journal's scope includes condensed matter physics and statistical mechanics: broadly defined to include the overlap with quantum information, cold atoms, soft matter physics and biophysics. Readership: Physicists, materials scientists and physical chemists in universities, industry and research institutes.;https://www.scimagojr.com/journalsearch.php?q=26978&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=26978&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=26978" alt="SCImago Journal &amp; Country Rank"  /></a>"
Nano Research Energy;journal;14.707;Q1;32;46;35;4815;2160;34;61.71;104.67;China;Chemistry;Tsinghua University Press;27908119, 27910091;2022-2023;;https://www.scimagojr.com/journalsearch.php?q=21101142543&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=21101142543&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=21101142543" alt="SCImago Journal &amp; Country Rank"  /></a>"
MMWR Recommendations and Reports;journal;14.618;Q1;160;70;247;587;5353;230;21.11;8.39;United States;Environmental Science;Centers for Disease Control and Prevention (CDC);10575987, 15458601;1990-2023;The MMWR Recommendations and Reports contain in-depth articles that relay policy statements for prevention and treatment on all areas in CDC’s scope of responsibility (e.g., recommendations from the Advisory Committee on Immunization Practices).;https://www.scimagojr.com/journalsearch.php?q=19434&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=19434&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=19434" alt="SCImago Journal &amp; Country Rank"  /></a>"
Academy of Management Annals;journal;14.605;Q1;109;23;72;5797;1938;70;14.90;252.04;United States;Business, Management and Accounting;Academy of Management;19416067, 19416520;2010-2023;The mission of Annals is to publish up-to-date, in-depth and integrative reviews of research advances in management. Often called "reviews with an attitude," Annals papers summarize and/or challenge established assumptions and concepts, pinpoint problems and factual errors, inspire discussions, and illuminate possible avenues for further study. Reviews published in Annals move above and beyond descriptions of the field – they motivate conceptual integration and set agendas for future research. 'It's an exceptional volume—and exceptionally timely to boot. I found myself trying to put this new Annals in perspective. I tried, in particular, to cast a rather hard and critical light on this volume: Just how essential is it for the time-starved and besieged scholar to have yet another thing to keep up with? Do we really need, in short, yet another annual volume? The answer I gave myself to this question was a resounding, ''Yes!''' Review in International Public Management Journal (2008) ANNALS is released in January and July.;https://www.scimagojr.com/journalsearch.php?q=19900191906&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=19900191906&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=19900191906" alt="SCImago Journal &amp; Country Rank"  /></a>"
Nature Nanotechnology;journal;14.577;Q1;419;262;637;10044;17562;466;27.42;38.34;United Kingdom;Chemical Engineering;Nature Publishing Group;17483387, 17483395;2006-2023;Nature Nanotechnology is an interdisciplinary journal that publishes papers of the highest quality and significance in all areas of nanoscience and nanotechnology. The journal covers research into the design, characterization and production of structures, devices and systems that involve the manipulation and control of materials and phenomena at atomic, molecular and macromolecular scales. Both bottom-up and top-down approaches — and combinations of the two — are covered. Nature Nanotechnology also encourages the exchange of ideas between chemists, physicists, material scientists, biomedical researchers, engineers and other researchers who are active at the frontiers of this diverse and multidisciplinary field. Coverage extends from basic research in physics, chemistry and biology, including computational work and simulations, through to the development of new devices and technologies for applications in a wide range of industrial sectors (including information technology, medicine, manufacturing, high-performance materials, and energy and environmental technologies). Organic, inorganic and hybrid materials are all covered. Research areas covered in the journal: -Carbon nanotubes and fullerenes -Computational nanotechnology -Electronic properties and devices -Environmental, health and safety issues -Molecular machines and motors -Molecular self-assembly -Nanobiotechnology -Nanofluidics -Nanomagnetism and spintronics -Nanomaterials -Nanomedicine -Nanometrology and instrumentation -Nanoparticles -Nanosensors and other devices -NEMS -Organic–inorganic nanostructures -Photonic structures and devices -Quantum information -Structural properties -Surface patterning and imaging -Synthesis and processing;https://www.scimagojr.com/journalsearch.php?q=5200152704&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=5200152704&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=5200152704" alt="SCImago Journal &amp; Country Rank"  /></a>"
Nature Reviews Genetics;journal;14.293;Q1;421;123;346;10202;6211;207;17.40;82.94;United Kingdom;Biochemistry, Genetics and Molecular Biology;Nature Publishing Group;14710056, 14710064;2000-2023;To an extent, all life scientists are geneticists because genetic technology and the accumulation of genomic information have enriched all of biology. You may or may not call yourself a geneticist, but if you work on or with genes you need to know about the latest developments. Nature Reviews Genetics covers the full scientific breadth of modern genetics, capturing its excitement, diversity and implications. Subjects Covered: -Genomics: genome sequencing, genome projects, bioinformatics, cancer genomics, metagenomics, pharmacogenomics, resources- Functional genomics: transcriptomics, functional genomics screens, bioinformatics- Evolutionary genetics: evo-devo, genome evolution, comparative genomics, population genetics, phylogenetics- Technology: new techniques, experimental strategies, therapy, applied genetics and genomics, computational biology- Gene expression: gene regulatory elements, transcriptional and post-transcriptional regulation, regulatory RNAs, broad perspectives on gene regulation, gene expression profiling, gene regulatory networks- Multifactorial genetics: complex traits, mapping strategies, technology, genetic variation- Disease: disease gene identification, relationship between genotype and phenotype, molecular pathology of genetic disease, complex disease, disease susceptibility/resistance- Chromosome biology: DNA elements, telomeres, centromeres, mobile elements, chromosome stability, DNA damage, meiosis and mitosis, nuclear organization, artificial chromosomes- Epigenetics: DNA methylation, histone modification, chromatin structure, imprinting, chromatin remodeling, epigenomics- Developmental biology: patterning, differentiation, stem cells, reproductive technology- Systems and networks: systems biology, biological networks, synthetic biology, modelling- Ethical, legal and social implications of genetics and genomics;https://www.scimagojr.com/journalsearch.php?q=18991&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=18991&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=18991" alt="SCImago Journal &amp; Country Rank"  /></a>"
Nature Materials;journal;14.231;Q1;558;306;834;9499;20730;593;24.08;31.04;United Kingdom;Chemistry;Nature Publishing Group;14761122, 14764660;2002-2023;Nature Materials is a monthly multi-disciplinary journal aimed at bringing together cutting-edge research across the entire spectrum of materials science and engineering. Materials research is a diverse and fast-growing discipline, which has moved from a largely applied, engineering focus to a position where it has an increasing impact on other classical disciplines such as physics, chemistry and biology. Nature Materials covers all applied and fundamental aspects of the synthesis/processing, structure/composition, properties and performance of materials, where "materials" are identified as substances in the condensed states (liquid, solid, colloidal) designed or manipulated for technological ends. Nature Materials provides a forum for the development of a common identity among materials scientists while encouraging researchers to cross established subdisciplinary divides. To achieve this, and strengthen the cohesion of the community, the journal takes an interdisciplinary, integrated and balanced approach to all areas of materials research while fostering the exchange of ideas between scientists involved in the different disciplines. Nature Materials is an invaluable resource for all scientists, in both academia and industry, who are active in the process of discovering and developing materials and materials-related concepts. Nature Materials offers an engaging, informative and accessible product including papers of exceptional significance and quality in a discipline which promises to have great influence on the development of society in years to come.;https://www.scimagojr.com/journalsearch.php?q=17854&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=17854&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=17854" alt="SCImago Journal &amp; Country Rank"  /></a>"
Administrative Science Quarterly;journal;14.175;Q1;210;28;92;3163;1260;86;10.59;112.96;United States;Arts and Humanities;Johnson School at Cornell University;00018392, 19303815;1975-1987, 1989-1990, 1993-1994, 1996-2023;The ASQ logo reads, "Dedicated to advancing the understanding of administration through empirical investigation and theoretical analysis." We interpret "administration" in the broadest possible sense to include all of the processes involved in creating, coordinating, and transforming the social settings in which it occurs. ASQ seeks to advance the understanding of management, organizations, and organizing in a wide variety of contexts, including teams, business and nonprofit organizations, government agencies, and markets. Contributions to this enterprise can include the discovery and analysis of new phenomena, new theoretical accounts informed by empirical analysis, or the disconfirmation of existing theory.;https://www.scimagojr.com/journalsearch.php?q=16036&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=16036&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=16036" alt="SCImago Journal &amp; Country Rank"  /></a>"
Annals of Oncology;journal;13.942;Q1;294;144;670;5180;12698;362;18.81;35.97;United Kingdom;Medicine;Elsevier Ltd;09237534, 15698041;1990-2023;Annals of Oncology, the journal of the European Society for Medical Oncology and the Japanese Society of Medical Oncology, provides rapid and efficient peer-review publications on innovative cancer treatments or translational work related to oncology and precision medicine. Main focuses of interest include: systemic anticancer therapy (with specific interest on molecular targeted agents and new immune therapies), randomized trials (including negatives ones), top-level guidelines, and new fields currently emerging as key components of personalized medicine, such as molecular pathology, bioinformatics, modern statistics, and biotechnologies. Radiotherapy, surgery and pediatrics manuscripts can be considered if they display a clear interaction with one of the fields above or are paradigm-shifting.;https://www.scimagojr.com/journalsearch.php?q=28711&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=28711&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=28711" alt="SCImago Journal &amp; Country Rank"  /></a>"
Annual Review of Astronomy and Astrophysics;book series;13.670;Q1;210;14;42;3772;1271;39;23.96;269.43;United States;Earth and Planetary Sciences;Annual Reviews Inc.;00664146, 15454282;1990-2023;The Annual Review of Astronomy and Astrophysics, in publication since 1963, covers the significant developments in the field of astronomy and astrophysics, including: the sun. solar system and extrasolar planets. stars. the interstellar medium. galaxy and galaxies. active galactic nuclei. cosmology. and instrumentation and techniques, and the history of the development of new areas of research.;https://www.scimagojr.com/journalsearch.php?q=26651&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=26651&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=26651" alt="SCImago Journal &amp; Country Rank"  /></a>"
Journal of Financial Economics;journal;13.655;Q1;311;89;563;4857;6315;559;11.14;54.57;Netherlands;Business, Management and Accounting;Elsevier B.V.;0304405X;1974-2023;The Journal of Financial Economics provides a specialized forum for the publication of research in the area of financial economics and the theory of the firm, placing primary emphasis on the highest quality analytical, empirical, and clinical contributions in the following major areas: capital markets, financial institutions, corporate finance, corporate governance, and the economics of organizations.;https://www.scimagojr.com/journalsearch.php?q=24379&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=24379&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=24379" alt="SCImago Journal &amp; Country Rank"  /></a>"
Review of Economic Studies;journal;13.609;Q1;165;93;250;5332;1699;250;6.02;57.33;United Kingdom;Economics, Econometrics and Finance;Oxford University Press;00346527, 1467937X;1933-1974, 1976-2023;Founded in 1933 by a group of young British and American economists, The Review of Economic Studies aims to encourage research in theoretical and applied economics, especially by young economists. Today it is widely recognised as one of the core top-five economics journals. The Review is essential reading for economists and has a reputation for publishing path-breaking papers in theoretical and applied economics. The Review is committed to continuing to publish strong papers in all areas of economics. The Editors aim to provide an efficient and high-quality review process to the Review's authors. Where articles are sent out for full review, authors receive careful reports and feedback. Since 1989 The Review has held annual May Meetings to offer young students in economics and finance the chance to present their research to audiences in Europe.;https://www.scimagojr.com/journalsearch.php?q=24202&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=24202&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=24202" alt="SCImago Journal &amp; Country Rank"  /></a>"
Immunity;journal;13.578;Q1;455;233;688;15608;13409;550;16.89;66.99;United States;Immunology and Microbiology;Cell Press;10747613, 10974180;1994-2023;Immunity is a monthly journal which publishes research articles and reviews of general interest in the entire discipline of immunology. Immunity was founded in the belief that advances in molecular and cellular immunology have brought immunology to a point at which a journal of high quality should be able to provide a unifying intellectual view, but the mandate for Immunity is not restricted to any particular level of analysis or to any particular type of system. The title Immunity is meant to indicate a breadth of interest extending beyond the formal definition of immunology, and into all systems that contribute to, or interact with, the immune system of the organism.;https://www.scimagojr.com/journalsearch.php?q=20798&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=20798&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=20798" alt="SCImago Journal &amp; Country Rank"  /></a>"
Nature Catalysis;journal;13.315;Q1;136;180;471;6682;12109;368;24.27;37.12;United States;Biochemistry, Genetics and Molecular Biology;Nature Publishing Group;25201158;2018-2023;Nature Catalysis brings together researchers from across all chemistry and related fields, publishing work on homogeneous catalysis, heterogeneous catalysis, and biocatalysts, incorporating both fundamental and applied studies. We have a particular interest in applied work that advances our knowledge and informs the development of sustainable industries and processes. Nature Catalysis provides coverage of the science and business of catalysis research, creating a unique journal for scientists, engineers and researchers in academia and industry. Like all Nature-branded journals, Nature Catalysis is characterized by a dedicated team of professional editors, a fair and rigorous peer-review process, high standards of copy-editing and production, swift publication, and editorial independence.;https://www.scimagojr.com/journalsearch.php?q=21100862548&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=21100862548&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=21100862548" alt="SCImago Journal &amp; Country Rank"  /></a>"
Morbidity and Mortality Weekly Report;journal;13.080;Q1;260;243;827;1865;14374;679;16.58;7.67;United States;Environmental Science;Department of Health and Human Services;01492195, 1545861X;1981-2023;The Morbidity and Mortality Weekly Report (MMWR) series is prepared by the Centers for Disease Control and Prevention (CDC). Often called “the voice of CDC,” the MMWR series is the agency’s primary vehicle for scientific publication of timely, reliable, authoritative, accurate, objective, and useful public health information and recommendations.;https://www.scimagojr.com/journalsearch.php?q=110092&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=110092&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=110092" alt="SCImago Journal &amp; Country Rank"  /></a>"
Chemical Society Reviews;journal;12.511;Q1;635;252;983;61439;44032;979;38.71;243.81;United Kingdom;Chemistry;Royal Society of Chemistry;03060012, 14604744;1972-2023;Chem Soc Rev (Chemical Society Reviews) is the Royal Society of Chemistry's leading reviews journal, publishing high-impact, succinct and reader-friendly articles at the forefront of the chemical sciences. Reviews should be of the very highest quality and international impact. We particularly encourage international and multidisciplinary collaborations among our authors. The majority of reviews will be solicited by members of the editorial board in accordance with editorial policy. However, the editorial office welcomes suggestions for reviews that would be suitable for the journal.;https://www.scimagojr.com/journalsearch.php?q=23350&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=23350&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=23350" alt="SCImago Journal &amp; Country Rank"  /></a>"
American Economic Journal: Macroeconomics;journal;12.324;Q1;81;55;137;2838;862;137;6.20;51.60;United States;Economics, Econometrics and Finance;American Economic Association;19457707, 19457715;2009-2023;American Economic Journal: Macroeconomics focuses on studies of aggregate fluctuations and growth, and the role of policy in that context. Such studies often borrow from and interact with research in other fields, such as monetary theory, industrial organization, finance, labor economics, political economy, public finance, international economics, and development economics. To the extent that they make a contribution to macroeconomics, papers in these fields are also welcome.;https://www.scimagojr.com/journalsearch.php?q=19900191885&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=19900191885&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=19900191885" alt="SCImago Journal &amp; Country Rank"  /></a>"
Nature Reviews Methods Primers;journal;12.294;Q1;46;62;154;8174;4174;86;27.10;131.84;United States;Biochemistry, Genetics and Molecular Biology;Springer Nature;26628449;2021-2023;Nature Reviews Methods Primers is an online-only journal publishing high-quality Primer articles covering analytical, applied, statistical, theoretical and computational methods used in the life and physical sciences.;https://www.scimagojr.com/journalsearch.php?q=21101089342&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=21101089342&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=21101089342" alt="SCImago Journal &amp; Country Rank"  /></a>"
eScience;journal;12.288;Q1;44;60;79;4858;3323;78;42.06;80.97;China;Chemistry;KeAi Communications Co.;20972431, 26671417;2021-2023;eScience is an open access journal publishing the latest scientific and technological research emerging from interdisciplinary fields related to energy, electrochemistry, electronics and the environment. It focuses on delivering critical insights and highlighting innovation. Original, important or general interest contributions covering a diverse range of topics are considered;https://www.scimagojr.com/journalsearch.php?q=21101141505&tip=sid&clean=0;"<a href="https://www.scimagojr.com/journalsearch.php?q=21101141505&amp;tip=sid&amp;exact=no" title="SCImago Journal &amp; Country Rank"><img border="0" src="https://www.scimagojr.com/journal_img.php?id=21101141505" alt="SCImago Journal &amp; Country Rank"  /></a>"
